model,oem,network_edge,weight,display_size,height,width,depth,battery,launch.year,launch.day,launch.month
Vega,Benefon,No,190.0,,145.0,56.0,23.0,,1999.0,,
nuvifone M10,Garmin-Asus,nan,,8.89,,,,10.55170826162069,2010.0,,1.0
GSmart G1305 Boston,Gigabyte,nan,118.0,8.128,116.0,56.8,12.4,10.265615046484458,2010.0,,4.0
GSmart,Gigabyte,nan,,7.111999999999999,103.0,54.0,13.4,10.55170826162069,,,
Pixel 4 XL,Google,nan,193.0,16.002,160.4,75.1,8.2,11.85369942030022,2019.0,15.0,10.0
Pixel 4,Google,nan,162.0,14.478000000000002,147.1,68.8,8.2,11.451726268074506,2019.0,15.0,10.0
Pixel 3a XL,Google,nan,167.0,15.24,160.1,76.1,8.2,11.85369942030022,2019.0,7.0,5.0
Pixel 3a,Google,nan,147.0,14.223999999999998,151.3,70.1,8.2,11.551227603598289,2019.0,7.0,5.0
N60,Haier,No,131.0,,94.0,48.0,25.0,9.815383295813538,2005.0,,2.0
T3000,Haier,No,85.0,,85.0,45.0,23.5,9.231221180711186,2005.0,,2.0
V280,Haier,No,80.0,,109.0,44.0,14.5,9.105908508571158,2005.0,,
V190,Haier,No,90.0,,106.0,46.0,18.8,9.493855449240822,2004.0,,
V100,Haier,No,90.0,,106.0,46.0,18.8,9.231221180711186,2004.0,,
P5,Haier,No,75.0,,135.0,28.0,18.0,9.025139562278508,2003.0,,
Z8000,Haier,No,90.0,,83.0,44.0,23.8,9.231221180711186,2004.0,,
8S 2020,Honor,nan,146.0,14.503400000000001,147.1,70.8,8.5,11.56081046872794,2020.0,27.0,5.0
Play4,Honor,nan,213.0,17.2974,170.0,78.5,8.9,12.07045641594465,2020.0,3.0,6.0
Play4 Pro,Honor,nan,213.0,16.6878,162.7,75.8,8.9,12.036517070486518,2020.0,3.0,6.0
X10 5G,Honor,nan,203.0,16.8402,163.7,76.5,8.8,12.07045641594465,2020.0,20.0,5.0
V6,Honor,No,480.0,26.416,245.2,154.9,7.8,12.823964258486738,2020.0,19.0,5.0
9A,Honor,nan,185.0,16.002,159.1,74.1,9.0,12.288000889707574,2020.0,29.0,4.0
9C,Honor,nan,176.0,16.2306,159.8,76.1,8.1,11.966144913345602,2020.0,29.0,4.0
9S,Honor,nan,144.0,13.843,146.5,70.9,8.4,11.56081046872794,2020.0,29.0,4.0
9X Lite,Honor,nan,188.0,16.51,160.4,76.6,7.8,11.87305954766147,2020.0,17.0,4.0
30 Pro+,Honor,nan,190.0,16.6878,160.3,73.6,8.4,11.966144913345602,2020.0,15.0,4.0
30 Pro,Honor,nan,186.0,16.6878,160.3,73.6,8.4,11.966144913345602,2020.0,15.0,4.0
30,Honor,nan,185.0,16.5862,160.3,74.2,8.1,11.966144913345602,2020.0,15.0,4.0
20e,Honor,nan,164.0,15.7734,154.8,73.6,8.0,11.731743290707842,2020.0,16.0,4.0
Play 4T Pro,Honor,nan,165.0,16.002,157.4,73.2,7.8,11.966144913345602,2020.0,9.0,4.0
Play 4T,Honor,nan,176.0,16.2306,159.8,76.1,8.1,11.966144913345602,2020.0,9.0,4.0
8A 2020,Honor,nan,150.0,15.4686,156.3,73.5,8.2,11.56081046872794,2020.0,10.0,4.0
8A Prime,Honor,nan,150.0,15.4686,156.3,73.5,8.2,11.56081046872794,2020.0,30.0,3.0
30S,Honor,nan,190.0,16.51,162.3,75.0,8.6,11.966144913345602,2020.0,30.0,3.0
Play 9A,Honor,nan,185.0,16.002,159.1,74.1,9.0,12.288000889707574,2020.0,30.0,3.0
View30 Pro,Honor,nan,206.0,16.6878,162.7,75.8,8.8,12.001760028327217,2020.0,24.0,2.0
View30,Honor,nan,213.0,16.6878,162.7,75.8,8.9,12.036517070486518,2020.0,24.0,2.0
V30 Pro,Honor,nan,206.0,16.6878,162.7,75.8,8.8,12.001760028327217,2019.0,,11.0
MagicWatch 2,Honor,No,41.0,3.5305999999999997,45.9,45.9,10.7,8.832890014164741,2019.0,,11.0
9X,Honor,nan,196.8,16.738599999999998,163.5,77.3,8.8,11.966144913345602,2019.0,28.0,10.0
20 lite (China),Honor,nan,171.5,16.002,157.2,73.2,7.7,11.966144913345602,2019.0,,10.0
Play 3e,Honor,nan,146.0,14.503400000000001,147.1,70.8,8.5,11.56081046872794,2019.0,,9.0
Play 3,Honor,nan,176.0,16.2306,159.8,76.1,8.1,11.966144913345602,2019.0,,9.0
20S,Honor,nan,172.0,15.9004,154.3,74.0,7.9,11.87305954766147,2019.0,,9.0
9X Pro,Honor,nan,202.0,16.738599999999998,163.5,77.3,8.8,11.966144913345602,2019.0,23.0,7.0
9X (China),Honor,nan,206.0,16.738599999999998,163.1,77.2,8.8,11.966144913345602,2019.0,,7.0
8S,Honor,nan,146.0,14.503400000000001,147.1,70.8,8.5,11.56081046872794,2019.0,,4.0
Pad 5 10.1,Honor,nan,,25.654,243.0,164.0,7.8,12.316564385396942,2019.0,,6.0
Pad 5 8,Honor,nan,,20.32,204.2,122.2,8.2,12.316564385396942,2019.0,,6.0
20 Pro,Honor,nan,182.0,15.9004,154.6,74.0,8.4,11.966144913345602,2019.0,,5.0
20,Honor,nan,174.0,15.9004,154.3,74.0,7.9,11.87305954766147,2019.0,,5.0
20 lite,Honor,nan,164.0,15.7734,154.8,73.6,8.0,11.731743290707842,2019.0,,4.0
Slate8 Pro,HP,No,453.6,20.32,220.0,141.5,9.9,12.47192918764169,2013.0,,12.0
U20 5G,HTC,nan,215.5,17.272,171.2,78.1,9.4,12.288000889707574,2020.0,16.0,6.0
Desire 20 Pro,HTC,nan,201.0,16.51,162.0,77.0,9.4,12.288000889707574,2020.0,16.0,6.0
Wildfire R70,HTC,nan,186.0,16.5862,163.2,77.8,8.9,11.966144913345602,2020.0,27.0,2.0
Desire 19s,HTC,nan,170.0,15.748000000000001,156.2,74.8,8.5,11.911017407796985,2019.0,14.0,11.0
Exodus 1s,HTC,nan,150.0,14.478000000000002,154.2,72.7,8.3,11.586839787961827,2019.0,19.0,10.0
Wildfire X,HTC,nan,160.0,15.748000000000001,156.7,74.9,8.0,11.688687423222536,2019.0,14.0,8.0
U19e,HTC,nan,180.0,15.24,156.6,75.9,8.0,11.940680648424093,2019.0,11.0,6.0
Desire 19+,HTC,nan,170.0,15.748000000000001,156.2,74.8,8.5,11.911017407796985,2019.0,11.0,6.0
Schubert,HTC,nan,,,,,,,,,
Enjoy 20 Pro,Huawei,nan,192.0,16.51,160.0,75.3,8.4,11.966144913345602,2020.0,19.0,6.0
Enjoy Z 5G,Huawei,nan,182.0,16.51,160.0,75.3,8.4,11.966144913345602,2020.0,24.0,5.0
P Smart S,Huawei,nan,163.0,16.002,157.4,73.2,7.8,11.966144913345602,2020.0,9.0,6.0
Y8p,Huawei,nan,163.0,16.002,157.4,73.2,7.8,11.966144913345602,2020.0,18.0,5.0
P40 lite 5G,Huawei,nan,189.0,16.51,162.3,75.0,8.6,11.966144913345602,2020.0,15.0,5.0
P30 Pro New Edition,Huawei,nan,192.0,16.433799999999998,158.0,73.4,8.4,12.036517070486518,2020.0,12.0,5.0
MatePad T8,Huawei,nan,310.0,20.32,199.7,121.1,8.6,12.316564385396942,2020.0,7.0,5.0
Y8s,Huawei,nan,180.0,16.51,162.4,77.1,8.1,11.966144913345602,2020.0,6.0,5.0
Y6p,Huawei,nan,185.0,16.002,159.1,74.1,9.0,12.288000889707574,2020.0,5.0,5.0
Y5p,Huawei,nan,144.0,13.843,146.5,70.9,8.4,11.56081046872794,2020.0,5.0,5.0
P smart 2020,Huawei,nan,160.0,15.7734,155.2,73.4,8.0,11.731743290707842,2020.0,29.0,4.0
nova 7 Pro 5G,Huawei,nan,178.0,16.6878,160.4,73.7,8.0,11.966144913345602,2020.0,23.0,4.0
nova 7 5G,Huawei,nan,180.0,16.5862,160.6,74.3,8.0,11.966144913345602,2020.0,23.0,4.0
nova 7 SE,Huawei,nan,189.0,16.51,162.3,75.0,8.6,11.966144913345602,2020.0,23.0,4.0
MatePad,Huawei,nan,450.0,26.416,245.2,155.0,7.4,12.823964258486738,2020.0,23.0,4.0
Watch GT 2e,Huawei,No,43.0,3.5305999999999997,53.0,46.8,10.8,8.832890014164741,2020.0,26.0,3.0
P40 Pro+,Huawei,nan,226.0,16.7132,158.2,72.6,9.0,12.036517070486518,2020.0,26.0,3.0
P40 Pro,Huawei,nan,209.0,16.7132,158.2,72.6,9.0,12.036517070486518,2020.0,26.0,3.0
P40,Huawei,nan,175.0,15.494,148.9,71.1,8.5,11.892163309861965,2020.0,26.0,3.0
P40 lite E,Huawei,nan,176.0,16.2306,159.8,76.1,8.1,11.966144913345602,2020.0,4.0,3.0
P40 lite,Huawei,nan,183.0,16.256,159.2,76.3,8.7,12.036517070486518,2020.0,27.0,2.0
MatePad Pro 5G,Huawei,nan,460.0,27.432000000000002,246.0,159.0,7.2,12.823964258486738,2020.0,24.0,2.0
Mate Xs,Huawei,nan,300.0,20.32,161.3,146.2,5.4,12.136029849385551,2020.0,24.0,2.0
P30 lite New Edition,Huawei,nan,152.9,15.621,152.9,72.7,7.4,11.70606426733497,2020.0,14.0,1.0
Y7p,Huawei,nan,176.0,16.2306,159.8,76.1,8.1,11.966144913345602,2020.0,7.0,2.0
nova 7i,Huawei,nan,183.0,16.256,159.2,76.3,8.7,12.036517070486518,2020.0,30.0,1.0
Y6s (2019),Huawei,nan,150.0,15.4686,156.3,73.5,8.0,11.56081046872794,2020.0,30.0,1.0
P smart Pro 2019,Huawei,nan,206.0,16.738599999999998,163.1,77.2,8.8,11.966144913345602,2019.0,,12.0
nova 6 5G,Huawei,nan,212.0,16.6878,162.7,75.8,9.0,12.036517070486518,2019.0,,12.0
nova 6,Huawei,nan,197.0,16.6878,162.6,75.7,8.6,12.001760028327217,2019.0,,12.0
nova 6 SE,Huawei,nan,183.0,16.256,159.2,76.3,8.7,12.036517070486518,2019.0,,12.0
MatePad Pro,Huawei,nan,460.0,27.432000000000002,246.0,159.0,7.2,12.823964258486738,2019.0,25.0,11.0
Y9s,Huawei,nan,206.0,16.738599999999998,163.1,77.2,8.8,11.966144913345602,2019.0,8.0,11.0
nova 5z,Huawei,nan,178.0,15.9004,156.1,73.9,8.3,11.966144913345602,2019.0,,10.0
Enjoy 10s,Huawei,nan,163.0,16.002,157.4,73.2,7.8,11.966144913345602,2019.0,28.0,10.0
Enjoy 10,Huawei,nan,176.0,16.2306,159.8,76.1,8.1,11.966144913345602,2019.0,,10.0
Mate 30 RS Porsche Design,Huawei,nan,198.0,16.5862,158.1,73.1,9.3,12.136029849385551,2019.0,,9.0
Mate 30 Pro 5G,Huawei,nan,198.0,16.5862,158.1,73.1,8.8,12.136029849385551,2019.0,19.0,9.0
Mate 30 Pro,Huawei,nan,198.0,16.5862,158.1,73.1,8.8,12.136029849385551,2019.0,19.0,9.0
Mate 30 5G,Huawei,nan,196.0,16.8148,160.8,76.1,8.4,12.036517070486518,2019.0,,9.0
Mate 30,Huawei,nan,196.0,16.8148,160.8,76.1,8.4,12.036517070486518,2019.0,,9.0
Watch GT 2,Huawei,No,41.0,3.5305999999999997,45.9,45.9,10.7,8.832890014164741,2019.0,,9.0
nova 5i Pro,Huawei,nan,178.0,15.9004,156.1,73.9,8.3,11.966144913345602,2019.0,,7.0
Enjoy 10 Plus,Huawei,nan,163.5,16.738599999999998,163.5,77.3,8.8,11.966144913345602,2019.0,,9.0
nova 5T,Huawei,nan,174.0,15.9004,154.3,74.0,7.8,11.87305954766147,2019.0,27.0,8.0
MediaPad M6 10.8,Huawei,nan,498.0,27.432000000000002,257.0,170.0,7.2,12.872867226786575,2019.0,,6.0
MediaPad M6 Turbo 8.4,Huawei,nan,340.0,21.336000000000002,206.4,125.2,8.2,12.57483001533763,2019.0,,9.0
MediaPad M6 8.4,Huawei,nan,320.0,21.336000000000002,206.4,125.2,7.4,12.57483001533763,2019.0,,6.0
nova 5 Pro,Huawei,nan,171.0,16.2306,157.4,74.8,7.3,11.773551346428505,2019.0,,6.0
nova 5,Huawei,nan,171.0,16.2306,157.4,74.8,7.3,11.773551346428505,2019.0,,6.0
nova 5i,Huawei,nan,178.0,16.256,159.1,75.9,8.3,11.966144913345602,2019.0,,6.0
Y9 Prime (2019),Huawei,nan,196.8,16.738599999999998,163.5,77.3,8.9,11.966144913345602,2019.0,1.0,8.0
P20 lite (2019),Huawei,nan,178.0,16.256,159.1,75.9,8.3,11.966144913345602,2019.0,,6.0
P Smart Z,Huawei,nan,196.8,16.738599999999998,163.5,77.3,8.8,11.966144913345602,2019.0,,5.0
Mate 20 X (5G),Huawei,nan,233.0,18.288,174.6,85.4,8.4,12.036517070486518,2019.0,,5.0
Y5 (2019),Huawei,nan,146.0,14.503400000000001,147.1,70.8,8.5,11.56081046872794,2019.0,24.0,4.0
Ascend Plus,Huawei,nan,136.1,10.16,125.0,63.5,12.7,10.732167425663386,2014.0,,4.0
MediaPad 7 Youth,Huawei,nan,350.0,17.78,193.4,120.6,9.9,12.001760028327217,2013.0,,7.0
G7002,Huawei,No,95.0,,98.4,51.3,13.6,,2010.0,,6.0
PDA2,i-mate,No,190.0,8.89,130.0,69.0,19.0,10.345405246717796,2004.0,,11.0
Smartphone2,i-mate,No,130.0,5.588000000000001,120.4,50.1,24.4,9.967226258835993,2004.0,,2.0
Smartphone,i-mate,No,130.0,5.588000000000001,120.0,50.0,23.5,,2004.0,,2.0
510,i-mobile,No,75.0,,99.0,44.0,15.0,9.493855449240822,2006.0,,4.0
315,i-mobile,No,80.0,3.81,98.0,46.3,15.1,9.493855449240822,2007.0,,11.0
Gravity 4.0,Icemobile,nan,316.0,10.210799999999999,140.4,75.8,16.3,11.451726268074506,2014.0,,11.0
Prime 5.5,Icemobile,nan,,13.8684,152.5,77.0,8.6,11.136350341454156,2014.0,,8.0
Prime 4.5,Icemobile,nan,,11.3284,133.5,67.0,9.5,10.59898297103609,2014.0,,1.0
Gravity Pro,Icemobile,nan,240.0,10.210799999999999,139.7,76.4,17.6,11.451726268074506,2013.0,,
Quattro,Icemobile,No,,5.842,104.0,54.0,10.3,10.55170826162069,2012.0,,11.0
Hot 9 Play,Infinix,nan,209.0,17.3228,171.8,78.0,8.9,12.55098721452152,2020.0,9.0,4.0
Note 7,Infinix,nan,206.0,17.653000000000002,173.4,79.0,8.8,12.288000889707574,2020.0,6.0,4.0
Note 7 Lite,Infinix,nan,185.0,16.764,165.4,76.8,8.8,12.288000889707574,2020.0,6.0,4.0
Hot 9 Pro,Infinix,nan,185.0,16.764,165.0,76.8,8.7,12.288000889707574,2020.0,29.0,5.0
Hot 9,Infinix,nan,185.0,16.764,165.4,76.8,8.8,12.288000889707574,2020.0,23.0,3.0
S5 Pro (16+32),Infinix,nan,195.0,16.5862,162.5,76.9,9.0,11.966144913345602,2020.0,6.0,3.0
S5 Pro (48+40),Infinix,nan,195.0,16.5862,162.5,76.9,9.0,11.966144913345602,2020.0,6.0,3.0
S5 lite,Infinix,nan,178.0,16.764,164.0,76.0,7.9,11.966144913345602,2019.0,,11.0
Smart 4c,Infinix,nan,183.0,16.764,167.0,76.0,8.3,11.966144913345602,2019.0,,11.0
Hot 8 Lite,Infinix,nan,175.0,16.764,165.0,76.3,8.7,12.288000889707574,2019.0,,10.0
Hot 8,Infinix,nan,179.0,16.5608,165.0,76.3,8.7,12.288000889707574,2019.0,4.0,9.0
Smart3 Plus,Infinix,nan,148.0,15.7734,157.0,76.0,7.8,11.773551346428505,2019.0,,4.0
S4,Infinix,nan,154.0,15.748000000000001,156.0,75.0,7.9,11.966144913345602,2019.0,,4.0
Hot 7 Pro,Infinix,nan,165.0,15.748000000000001,155.0,74.8,8.0,11.966144913345602,2019.0,,3.0
INNO A20,Innostream,No,105.0,,93.9,46.4,23.0,,2005.0,,7.0
INNO 75,Innostream,No,80.0,,82.5,44.0,23.0,,2004.0,,5.0
INNO 79,Innostream,No,85.0,,84.0,43.0,23.0,,2004.0,,2.0
INNO 78,Innostream,No,85.0,,84.0,43.0,23.0,,2004.0,,2.0
INNO 30,Innostream,No,76.0,,82.0,42.0,21.0,9.346513733165635,2004.0,,2.0
INNO 55,Innostream,No,88.0,,85.0,42.0,21.6,9.698704666770345,2004.0,,5.0
INNO 70,Innostream,No,88.0,,90.0,52.0,22.0,,2004.0,,2.0
INNO 99,Innostream,No,91.0,,87.0,46.0,24.0,9.493855449240822,2004.0,,2.0
INNO 120,Innostream,No,81.0,,80.0,44.0,23.3,9.533329732305834,2003.0,,11.0
INNO 110,Innostream,No,80.0,,80.0,43.0,20.0,9.533329732305834,2003.0,,11.0
INNO 100,Innostream,No,80.0,,80.0,43.0,20.0,9.533329732305834,2003.0,,11.0
TG 200,Kyocera,No,75.0,,120.0,40.0,16.0,,2000.0,,
Z71,Lava,nan,150.0,14.503400000000001,145.6,70.9,9.0,11.644306961545581,2020.0,,1.0
Iris Fuel F2,Lava,nan,,12.7,142.5,72.5,10.5,11.551227603598289,2016.0,,3.0
M10 FHD REL,Lenovo,No,520.0,25.654,,,,12.773345291291271,2020.0,24.0,1.0
Yoga Smart Tab,Lenovo,No,580.0,25.654,,,,12.773345291291271,2019.0,,10.0
K10 Plus,Lenovo,nan,172.0,15.7988,158.3,75.8,8.3,11.984062369686436,2019.0,23.0,9.0
K10 Note,Lenovo,nan,164.0,16.002,156.6,74.3,7.9,11.984062369686436,2019.0,5.0,9.0
A6 Note,Lenovo,nan,172.0,15.4686,154.7,72.9,9.2,11.966144913345602,2019.0,,9.0
Tab M8 (FHD),Lenovo,nan,305.0,20.32,198.2,122.6,8.2,12.316564385396942,2019.0,,9.0
Tab M8 (HD),Lenovo,nan,305.0,20.32,199.1,121.8,8.2,12.288000889707574,2019.0,,9.0
Tab M7,Lenovo,nan,236.0,17.78,176.3,102.9,8.3,11.810169937664659,2019.0,,9.0
Z6,Lenovo,nan,159.0,16.2306,157.0,74.5,8.0,11.966144913345602,2019.0,4.0,7.0
Z6 Pro 5G,Lenovo,nan,185.0,16.2306,157.5,74.6,8.7,11.966144913345602,2019.0,26.0,6.0
Z6 Youth,Lenovo,nan,164.0,16.002,156.6,74.3,7.9,11.984062369686436,2019.0,,5.0
Z6 Pro,Lenovo,nan,185.0,16.2306,157.5,74.6,8.7,11.966144913345602,2019.0,23.0,4.0
Yoga Tab 3 10,Lenovo,nan,655.0,25.654,253.0,185.0,9.5,13.036345351740747,2016.0,,
Q61,LG,nan,,16.5862,164.5,77.5,8.3,11.966144913345602,2020.0,21.0,5.0
Stylo 6,LG,nan,219.0,17.272,171.2,77.7,8.6,11.966144913345602,2020.0,20.0,5.0
Velvet,LG,nan,180.0,17.272,167.2,74.1,7.9,12.07045641594465,2020.0,7.0,5.0
Folder 2,LG,nan,127.0,7.111999999999999,107.9,55.0,18.0,10.522581531254831,2020.0,14.0,4.0
V60 ThinQ 5G UW,LG,nan,218.0,17.272,169.3,77.6,8.9,12.288000889707574,2020.0,26.0,2.0
V60 ThinQ 5G,LG,nan,213.0,17.272,169.3,77.6,8.9,12.288000889707574,2020.0,26.0,2.0
Q51,LG,nan,,16.51,164.5,77.5,8.4,11.966144913345602,2020.0,25.0,2.0
W10 Alpha,LG,nan,170.0,14.503400000000001,147.3,71.0,8.9,11.752798758435516,2020.0,19.0,2.0
K61,LG,nan,191.0,16.5862,164.5,77.5,8.4,11.966144913345602,2020.0,18.0,2.0
K51S,LG,nan,194.5,16.637,165.2,76.7,8.3,11.966144913345602,2020.0,18.0,2.0
K41S,LG,nan,191.7,16.637,165.8,76.5,8.3,11.966144913345602,2020.0,18.0,2.0
G Pad 5 10.1,LG,nan,498.0,25.654,247.2,150.7,8.0,13.00158412208535,2019.0,,10.0
V50S ThinQ 5G,LG,nan,192.0,16.256,159.3,75.8,8.4,11.966144913345602,2019.0,,10.0
G8X ThinQ,LG,nan,192.0,16.256,159.3,75.8,8.4,11.966144913345602,2019.0,6.0,9.0
Q70,LG,nan,198.0,16.256,162.1,76.8,8.3,11.966144913345602,2019.0,28.0,9.0
K30 (2019),LG,nan,148.0,13.843,146.9,71.5,8.5,11.551227603598289,2019.0,,8.0
K20 (2019),LG,nan,152.0,13.843,148.6,71.9,8.3,11.551227603598289,2019.0,,8.0
K40S,LG,nan,186.0,15.494,156.3,73.9,8.6,11.773551346428505,2019.0,,8.0
K50S,LG,nan,194.0,16.51,165.8,77.5,8.2,11.966144913345602,2019.0,,8.0
W30 Pro,LG,nan,172.0,15.7988,157.7,75.9,8.3,11.984062369686436,2019.0,,6.0
W30,LG,nan,175.0,15.9004,159.0,76.5,8.2,11.966144913345602,2019.0,,6.0
W10,LG,nan,164.0,15.722600000000002,156.0,76.2,8.5,11.966144913345602,2019.0,,6.0
Stylo 5,LG,nan,179.0,15.748000000000001,160.0,77.7,8.4,11.773551346428505,2019.0,,6.0
G8S ThinQ,LG,nan,181.0,15.7734,155.3,76.6,8.0,11.79400964502097,2019.0,24.0,2.0
Q8 (2018),LG,nan,172.0,15.748000000000001,160.1,77.7,8.4,11.688687423222536,2018.0,,8.0
X power 3,LG,nan,171.0,13.97,154.7,78.1,8.9,12.136029849385551,2018.0,,7.0
K8 (2018),LG,nan,152.0,12.7,146.3,73.2,8.2,11.28828934218097,2018.0,,2.0
Watch Urbane LTE,LG,Yes,45.0,3.302,,,,9.453270634010623,2015.0,,3.0
L20,LG,nan,,7.62,105.6,64.5,13.0,10.589651146514786,2014.0,,7.0
KM338,LG,No,,5.08,108.0,46.0,12.9,9.64565843240871,2008.0,,2.0
U890,LG,nan,99.0,5.588000000000001,98.8,49.0,18.2,,2006.0,,2.0
P7200,LG,No,112.0,,96.0,50.0,17.0,9.64565843240871,2005.0,,8.0
B2050,LG,No,72.0,3.81,105.0,44.0,15.9,9.60917873814198,2005.0,,8.0
M4410,LG,Class 6,107.0,,94.0,48.0,25.0,9.967226258835993,2005.0,,2.0
M4330,LG,Class 6,110.0,,,,,,2005.0,,5.0
M4300,LG,Class 6,110.0,,94.0,48.0,25.0,,2005.0,,2.0
F3000,LG,No,91.0,,88.0,47.0,23.9,9.967226258835993,2005.0,,8.0
F2410,LG,No,91.0,,88.0,45.0,23.9,9.967226258835993,2005.0,,5.0
F2250,LG,No,90.0,,87.0,45.0,23.0,,2005.0,,8.0
U8290,LG,nan,125.0,,89.5,47.5,24.5,10.452241240430817,2006.0,,5.0
U8210,LG,nan,115.0,,89.8,47.7,24.8,10.452241240430817,2005.0,,2.0
U8200,LG,nan,125.0,,89.5,47.5,24.5,,2005.0,,2.0
B2150,LG,No,73.0,4.064,105.0,44.0,15.9,,2005.0,,
B2100,LG,No,73.0,3.81,103.0,43.0,16.0,9.60917873814198,2005.0,,5.0
B2000,LG,No,73.0,3.81,104.0,43.0,15.9,9.60917873814198,2005.0,,2.0
F2400,LG,No,85.0,,86.0,44.0,23.0,,2005.0,,5.0
F1200,LG,No,101.0,,95.0,49.0,24.0,10.037546953962178,2005.0,,2.0
F7250,LG,No,115.0,4.826,98.0,49.0,25.0,9.893301530860564,2004.0,,11.0
C2100,LG,No,90.0,,88.0,47.0,24.0,9.893301530860564,2005.0,,2.0
G1800,LG,No,78.0,4.064,99.0,45.0,17.0,9.493855449240822,2004.0,,11.0
G1610,LG,No,83.0,3.81,104.0,44.0,17.0,9.893301530860564,2005.0,,2.0
G1700,LG,No,80.0,4.064,101.0,44.0,22.0,9.453270634010623,2004.0,,11.0
F2300,LG,No,91.0,,88.0,46.0,24.0,9.967226258835993,2005.0,,2.0
F2100,LG,No,90.0,,90.0,47.0,23.0,9.64565843240871,2004.0,,8.0
